ID,套餐金额,额外通话时长,额外流量,改变行为,服务合约,关联购买,集团用户,流失用户
1179,1,-198.666666666667,-60.0,0,0,0,0,1
1180,1,-146.833333333333,-54.8249200185028,0,0,0,0,1
1181,1,94.1833333333333,-49.26677687965719,0,0,0,0,1
1182,1,-132.5,-59.61209074657,0,0,0,0,1
1183,1,2847.6666666666697,-28.268936475161247,0,0,0,1,1
1184,1,403.833333333333,-57.45395755760777,0,0,2,0,0
1185,1,-151.666666666667,122.394663144482,0,1,0,1,1
1186,1,-50.0,-28.0,0,0,0,0,1
1187,1,118.833333333333,-16.352381739984498,0,0,1,0,0
1188,1,-240.833333333333,5.380818107256084,0,0,0,0,1
1189,1,357.333333333333,-187.3091898832004,0,0,0,0,1
1190,1,-50.0,-53.31920918551362,0,0,0,0,1
1191,1,-80.0,-59.48337793347915,0,0,0,0,1
1192,1,120.866666666667,-59.89080882072443,0,0,0,0,1
1193,1,-155.0,-60.0,0,0,0,0,1
1194,1,251.583333333333,-29.90658966696746,0,0,0,0,1
1195,1,-365.833333333333,-45.14321613313175,0,0,0,0,1
1196,1,-253.666666666667,-25.614177270345298,0,0,0,0,1
1197,1,149.166666666667,-59.999978585676715,0,0,0,0,1
1198,1,1528.0,-299.982583999634,0,0,0,0,1
1199,1,112.116666666667,-55.509981415441715,0,0,0,0,1
1200,1,-162.333333333333,-59.98366199840199,0,0,0,0,1
1201,1,253.166666666667,-51.948984492923145,0,0,0,0,1
1202,1,3202.0,82.85375214000003,0,0,0,0,1
1203,1,-58.6666666666667,-58.731128345835636,0,0,0,0,1
1204,1,-100.0,-59.9937057495117,0,0,0,0,1
1205,1,-55.1666666666667,-55.900513410571385,0,0,0,0,1
1206,1,1913.66666666667,-58.73235416412844,0,0,0,0,1
1207,1,-49.6666666666667,-110.6052432078685,0,0,0,0,1
1208,1,-109.05,-59.16490769387598,0,0,0,0,1
1209,1,-170.0,-60.0,0,0,0,0,1
1210,1,20.5,-232.6778066159248,0,0,0,0,1
1211,1,271.2,-59.63790737499033,0,0,0,0,1
1212,1,4.5,-58.60656200755704,0,0,0,0,1
1213,1,94.0,-129.52799455889087,0,0,1,0,0
1214,1,40.0,-59.86855173110962,0,0,0,0,1
1215,1,212.0,-280.8309192657471,0,0,0,0,1
1216,1,-111.166666666667,-59.99308065934615,0,0,0,0,1
1217,1,-110.833333333333,-59.973744045604,0,0,0,0,1
1218,1,-10.833333333333302,-248.033210277635,0,0,0,0,1
1219,1,-197.666666666667,-59.9821128846,0,0,0,0,1
1220,1,-48.8333333333333,-252.5575349329829,0,0,0,0,1
1221,1,187.833333333333,-247.91958678853462,0,0,0,0,1
1222,1,321.33333333333303,-159.41715644579352,0,1,0,0,1
1223,1,-23.6666666666667,-59.860787911848824,0,0,0,0,1
1224,1,153.5,-59.999514355392066,0,0,0,0,1
1225,1,204.166666666667,-57.699178255461455,0,0,0,0,1
1226,1,-156.333333333333,-59.87647950649276,0,0,0,0,1
1227,2,1167.5,156.21305865768014,0,0,0,1,0
1228,1,-198.5,-59.83324813843,0,0,0,1,1
1229,1,-45.8333333333333,-296.03220772743657,0,0,0,0,1
1230,1,-50.0,-1724.0,0,0,0,0,1
1231,1,-50.0,-1692.0,0,0,0,0,1
1232,1,300.0,-59.62226971712743,0,0,0,0,1
1233,1,-110.5,-59.928866039623145,0,0,0,0,1
1234,1,280.5,-24.00408033888077,0,0,0,0,1
1235,1,-339.83333333333303,-58.519783496856725,0,0,0,0,1
1236,1,111.833333333333,-85.00172952498394,0,0,0,0,1
1237,1,118.0,-60.0,0,0,0,0,1
1238,1,634.333333333333,-16.175441145748493,0,1,0,1,0
1239,1,2440.0,-59.03219334284477,0,0,0,0,1
1240,1,-157.0,-60.0,0,0,0,1,1
1241,1,-50.0,-1807.0,0,0,0,0,1
1242,1,2159.5,9.544893052084037,0,0,0,0,1
1243,1,1304.13333333333,-58.94920435818312,0,0,0,0,1
1244,1,73.0,-59.820737648009974,0,0,0,1,1
1245,1,-29.6666666666667,-205.35596699250493,0,0,0,0,1
1246,1,-49.5,-299.9081401824951,0,0,0,0,1
1247,1,70.8333333333333,-5.497191255687512,0,0,0,0,1
1248,1,-131.166666666667,-42.427071658090775,0,0,0,0,1
1249,2,-121.833333333333,-372.17913778593277,0,1,0,0,1
1250,1,-47.6666666666667,-151.6713930770008,0,0,0,0,1
1251,1,65.0,-299.2597566084432,0,0,0,0,1
1252,1,3877.3333333333294,-53.260522495556906,0,0,0,0,1
1253,1,-50.0,-505.0,0,0,0,0,1
1254,1,-184.166666666667,-59.90625434451684,0,0,0,0,1
1255,1,-351.0,-31.34553200855512,0,0,0,0,1
1256,2,-302.66666666666697,-308.10127932210366,0,1,0,0,0
1257,1,289.5,-58.356495539347804,0,0,0,0,1
1258,1,-89.3333333333333,-55.753068765007896,0,0,0,0,1
1259,1,-36.3333333333333,-53.52532501217304,0,0,0,0,1
1260,1,-199.833333333333,-59.9196195602417,0,0,0,0,1
1261,1,319.66666666666697,-36.38174457526939,0,0,0,0,1
1262,1,945.5,-59.99164475335015,0,0,0,0,1
1263,1,-95.0,-47.978240186492364,0,0,0,0,1
1264,1,2.5,-78.27950143779108,0,0,0,0,1
1265,1,490.5,-96.8534372145764,0,0,1,0,0
1266,1,-199.666666666667,-57.8303279877,0,0,0,0,1
1267,1,-261.33333333333303,-52.374562957070886,0,0,0,0,1
1268,1,3617.5,-59.998916149139404,0,0,0,0,1
1269,1,-293.16666666666697,-50.447588784314355,0,0,0,0,1
1270,1,-49.8333333333333,-79.21004428831405,0,0,0,0,1
1271,1,720.0,88.30270863000001,0,0,0,0,1
1272,1,408.166666666667,-55.36507214444308,0,0,0,0,1
1273,1,1120.5,-59.97401632581438,0,0,0,0,1
1274,1,-50.0,-1950.0,0,0,0,0,1
1275,1,-110.0,-59.884305636087596,0,0,0,0,1
1276,1,58.8333333333333,-59.47247028350705,0,0,0,0,1
1277,1,225.733333333333,-299.63317743937176,0,0,0,0,1
1278,1,2987.1666666666697,-59.958118120829255,0,0,0,0,1
1279,1,-50.0,-274.09086561195386,0,0,0,0,1
1280,1,-367.333333333333,-60.0,0,0,0,0,1
1281,1,-162.166666666667,-25.022614739197955,0,0,0,0,1
1282,1,880.833333333333,-48.803707361294386,0,0,0,0,1
1283,1,-168.0,-56.78208677861691,0,0,2,0,0
1284,1,364.333333333333,-60.0,0,0,0,0,1
1285,1,-36.0,-59.620194781910755,0,0,0,0,1
1286,1,631.166666666667,43.16400251095285,0,1,0,1,0
1287,1,125.666666666667,-31.42185266476625,0,0,0,1,0
1288,1,-0.5,88.97170657374376,0,0,0,0,1
1289,1,-96.0,-3.423207107059035,0,0,0,0,1
1290,1,-118.166666666667,-38.83435428140877,0,0,0,0,1
1291,2,728.166666666667,-31.310274171743075,0,0,0,1,0
1292,1,-50.0,76.36628294052252,0,0,0,0,1
1293,1,132.35,-20.45858383178008,0,0,0,0,1
1294,1,-81.3333333333333,-59.95180161794034,0,0,0,0,1
1295,1,-24.5,-59.81972341537535,0,0,0,0,1
1296,1,39.5,-57.27582558718425,0,0,0,0,1
1297,1,43.5,-59.76697296566484,0,0,0,0,1
1298,1,-50.0,-1458.0,0,0,0,0,1
1299,1,18.1666666666667,-59.136052478443496,0,0,0,0,1
1300,1,117.85,-59.70207037244524,0,0,0,0,1
1301,1,-35.0,-60.0,0,0,0,0,1
1302,1,77.3333333333333,-59.88053616610444,0,0,0,0,1
1303,1,63.5,-110.66661401292265,0,0,0,0,1
1304,1,-171.833333333333,55.62175615324964,0,0,0,0,0
1305,1,-26.0,-300.0,0,0,0,0,1
1306,1,2474.5,-49.48485250954953,0,1,0,1,0
1307,2,1946.33333333333,15.394925455325856,0,1,0,1,0
1308,1,96.0,-45.37108087539043,0,1,0,0,1
1309,1,1204.33333333333,42.613805735899646,0,1,0,0,1
1310,1,-8.0,-79.22402564681555,0,0,0,0,1
1311,1,-172.166666666667,-59.070939540865076,0,0,0,0,1
1312,1,225.0,66.40053272308634,0,0,0,0,1
1313,1,32.8333333333333,-59.79167773506854,0,0,0,0,1
1314,1,76.1666666666667,-161.3149459419373,0,1,0,0,1
1315,1,-162.5,-59.96855068206737,0,0,0,0,1
1316,1,156.166666666667,-59.890999436378536,0,0,0,0,1
1317,1,-140.0,-60.0,0,0,0,0,1
1318,1,-192.5,-59.735548019409656,0,0,0,0,1
1319,1,428.5,-51.662587512583286,0,0,0,0,1
1320,1,-112.833333333333,-36.53504713372815,0,0,0,0,1
1321,1,-313.0,-46.002685893732746,0,0,0,0,1
1322,1,312.0,-59.819931793212824,0,0,0,0,1
1323,1,-75.8333333333333,-160.05924820909337,0,0,0,0,1
1324,1,1174.33333333333,54.919876418884364,0,1,0,0,0
1325,1,-350.666666666667,-59.817683124542185,0,0,0,0,1
1326,1,-150.333333333333,-17.757315953569126,0,0,0,0,1
1327,1,-50.0,-1048.0,0,0,0,0,1
1328,1,-113.0,-59.934472170743035,0,0,0,0,1
1329,1,958.8,-24.567102692334515,0,0,0,0,1
1330,1,2134.0,-57.94717582066795,0,0,0,0,1
1331,1,-170.0,-59.89079856873,0,0,0,0,1
1332,1,-191.666666666667,-59.800891017913024,0,0,0,0,1
1333,1,-34.366666666666696,-53.708936344496664,0,0,0,0,1
1334,1,59.9166666666667,-59.702095118436276,0,0,0,0,1
1335,1,-40.0,-225.64480113983151,0,0,0,0,1
1336,1,-177.166666666667,-36.36702823645577,0,0,0,0,1
1337,1,55.0,-299.988140106201,0,0,0,0,1
1338,1,-227.5,-48.646183187313405,0,0,0,0,1
1339,1,-41.8333333333333,-113.33612468043523,0,0,0,0,1
1340,1,187.333333333333,-57.33210182192726,0,0,0,0,1
1341,1,268.33333333333303,-55.61986255645704,0,0,0,0,1
1342,1,-184.833333333333,-59.95285691155287,0,0,0,0,1
1343,1,-164.183333333333,-18.300254662794906,0,0,0,0,1
1344,1,126.96666666666701,-47.573040181975756,0,0,0,0,1
1345,1,-364.666666666667,13.73351178842557,0,0,0,0,1
1346,1,-368.166666666667,-57.85642385482788,0,0,0,0,1
1347,1,287.16666666666697,-42.61898465629451,0,0,0,0,1
1348,1,-34.8333333333333,-12.448598254792392,0,0,0,0,1
1349,1,-98.6666666666667,-4.15379881854561,0,0,0,0,1
1350,1,-185.166666666667,-59.88917028903961,0,0,0,0,1
1351,1,-199.0,-60.0,0,0,0,0,1
1352,1,-111.166666666667,-2.2884563964931277,0,0,0,0,1
1353,1,-15.666666666666698,-114.59892802802841,0,0,0,0,1
1354,1,-47.3333333333333,-174.63341490374862,0,0,0,0,1
1355,1,-200.0,-59.986399650574,0,0,0,0,1
1356,1,-77.0,-60.0,0,0,0,0,1
1357,1,-167.333333333333,-59.95095586776736,0,0,0,0,1
1358,1,-342.33333333333303,-49.68017266013112,0,0,0,0,1
1359,1,100.0,-60.0,0,0,0,0,1
1360,1,249.0,-57.23589639663428,0,0,0,0,1
1361,1,1015.0,23.720149481133863,0,1,0,0,0
1362,1,-50.0,-1269.0,0,0,0,0,1
1363,1,351.833333333333,-60.0,0,0,0,0,1
1364,1,-93.5,-59.01666885137002,0,0,0,0,1
1365,1,-19.1666666666667,-87.48970228051901,0,1,0,0,1
1366,1,-14.1,158.7794184668081,0,1,0,0,1
1367,1,1901.83333333333,232.799085766684,0,1,0,0,1
1368,1,-78.0,-26.748077120099822,0,0,0,0,1
1369,1,-182.666666666667,-59.942559878031304,0,0,0,0,1
1370,1,193.833333333333,128.20752992808474,0,1,0,1,1
1371,1,-125.666666666667,-33.57068729406827,0,0,0,0,1
1372,1,138.333333333333,-51.82118039832549,1,1,0,1,0
1373,1,208.5,48.36324651381312,0,0,0,1,0
1374,1,-200.0,-60.0,1,0,0,0,1
1375,1,160.0,-59.98661804199219,0,0,0,0,1
1376,1,992.333333333333,-59.579865411390074,0,0,0,1,0
1377,1,-135.333333333333,-60.0,0,0,0,0,1
1378,1,-199.333333333333,-6.736260795601742,0,0,0,0,1
1379,1,93.8333333333333,-60.0,0,0,0,0,1
1380,1,119.666666666667,-26.690056823821877,0,0,2,1,0
1381,1,-139.833333333333,-59.97942900657654,0,0,0,0,1
1382,1,-337.83333333333303,-30.5153621036678,0,0,0,0,1
1383,1,-120.166666666667,-60.0,0,0,0,0,1
1384,1,-380.0,-1228.0,0,0,0,0,1
1385,2,2058.63333333333,-1149.4265234947095,0,1,0,1,1
1386,1,-53.0,-59.98477415605024,0,0,0,0,1
1387,1,-374.666666666667,-56.9606699943519,0,0,0,0,1
1388,1,969.666666666667,-110.69409357048605,0,1,1,1,0
1389,1,641.333333333333,29.438230726780304,0,1,0,1,0
1390,1,-86.8333333333333,-38.92507015573384,0,0,0,0,1
1391,1,-50.0,-1595.0,0,0,0,0,1
1392,1,61.6666666666667,-47.99055565728613,0,0,0,0,1
1393,1,-260.66666666666697,-59.95192376772562,0,0,0,0,1
1394,1,1243.83333333333,-3.1450223925044374,0,0,0,0,1
1395,1,80.0,-30.895634174326748,0,0,0,0,1
1396,1,-241.666666666667,-59.93341008822137,0,0,0,0,1
1397,1,-20.3333333333333,-56.88010831310482,0,0,0,0,1
1398,1,69.0,-26.819160241299382,0,1,0,0,1
1399,1,-196.833333333333,-59.820830171759155,0,0,0,0,1
1400,1,-96.8333333333333,-59.99557256698606,0,0,0,0,1
1401,1,149.433333333333,-59.73956714976966,0,0,0,0,1
1402,1,2258.3333333333303,-59.40088662234223,0,0,0,0,1
1403,1,3068.8,78.98352686333399,0,0,0,0,1
1404,1,-312.33333333333303,-59.856071233749205,0,0,0,0,1
1405,1,2030.5,-59.83686987558993,0,0,0,0,1
1406,1,-295.33333333333303,-59.72001908042214,0,0,0,0,1
1407,1,-166.0,-44.11753686269125,0,0,0,0,1
1408,1,-156.5,-37.67564201348315,0,0,0,0,1
1409,1,-9.66666666666667,-59.720923995970885,0,0,0,0,1
1410,1,280.0,-60.0,0,0,0,0,1
1411,1,-198.5,-40.6376404762268,0,0,0,0,1
1412,1,-252.65,-60.0,0,0,0,0,1
1413,1,-36.6666666666667,-239.3038976666062,0,0,0,0,1
1414,1,-199.333333333333,-58.862992286674995,0,0,0,0,1
1415,1,-39.0,-213.99003251396317,0,0,0,0,1
1416,1,72.6666666666667,36.23098357540281,0,1,0,0,1
1417,1,-187.5,-45.56238720631938,0,0,0,0,1
1418,1,-125.166666666667,-56.33432813124088,0,0,0,0,1
1419,1,-127.0,182.7034032812976,0,0,0,0,1
1420,1,488.3,-41.48202471298462,0,0,0,0,1
1421,1,41.8333333333333,-66.27734639497707,0,1,0,0,1
1422,1,-197.333333333333,-57.540894508361816,0,0,0,0,1
1423,1,3907.1666666666706,-59.688521905379496,0,0,0,0,1
1424,2,551.383333333333,27.392500305845928,0,0,0,0,1
1425,1,-63.3333333333333,-35.58656622398746,0,0,0,0,1
1426,1,-199.333333333333,-50.95075530997008,0,0,0,0,1
1427,1,783.5,-120.88631017035412,0,1,0,0,0
1428,1,-200.0,-642.0,0,0,0,0,1
1429,1,246.666666666667,-126.88990398865369,0,1,0,0,1
1430,1,615.333333333333,235.92786773389187,0,0,0,0,0
1431,1,704.666666666667,-59.68665006425644,0,0,0,0,1
1432,1,-165.333333333333,-58.86673140525846,0,0,0,0,1
1433,1,465.383333333333,-42.647931619096866,0,0,0,0,1
1434,1,20.6666666666667,-59.990714766762466,0,0,0,0,1
1435,1,-200.0,-1503.0,0,0,0,0,1
1436,1,703.666666666667,-59.48026806967631,0,0,0,0,1
1437,1,4064.8333333333294,-59.90051879882829,0,0,0,0,1
1438,1,-140.0,-60.0,0,0,0,0,1
1439,1,963.166666666667,-79.41825304878788,0,1,0,0,1
1440,1,375.833333333333,53.268522405625006,0,0,0,0,1
1441,1,-49.3333333333333,-214.0186541079748,0,0,0,0,1
1442,1,53.5,-165.0528845919477,0,0,0,0,1
1443,1,-354.666666666667,-59.84790619936879,0,0,0,0,1
1444,1,52.7,-59.895315456390435,0,0,0,0,1
1445,1,9.83333333333333,-57.70595455169686,0,0,2,0,1
1446,1,-197.833333333333,-50.63616299627324,0,0,0,0,1
1447,1,2.0833333333333304,-48.79112460396618,0,0,0,0,1
1448,1,101.166666666667,-69.25579053787428,0,0,0,0,1
1449,1,-82.6666666666667,253.52990501892862,0,1,0,1,1
1450,1,188.333333333333,-57.61490605315264,0,0,0,0,0
1451,1,-159.666666666667,-59.821839245883034,0,0,0,0,1
1452,2,947.5,8.048742600892817,0,0,0,0,0
1453,1,1347.0,-29.696629779349397,0,0,0,1,0
1454,1,-217.5,13.241935556847716,0,0,0,0,1
1455,1,-2.8333333333333304,-297.2038002014129,0,0,0,0,1
1456,1,-50.0,-55.0,0,1,0,0,1
1457,1,-52.0,-36.76380538940928,0,0,0,0,1
1458,1,-199.666666666667,-35.25639677044019,0,0,0,0,1
1459,1,-40.0,-60.0,0,0,0,0,1
1460,1,-181.666666666667,-59.915212949116686,0,0,0,0,1
1461,1,-227.833333333333,-54.332058559744,0,0,0,0,1
1462,1,159.166666666667,-31.491618160705038,0,1,0,0,1
1463,1,-149.0,-60.0,0,0,0,0,1
1464,1,293.16666666666697,-60.0,0,0,0,0,1
1465,1,529.666666666667,-59.335646915433855,0,0,0,0,1
1466,1,131.0,59.83079879363796,0,0,0,0,0
1467,1,-113.0,-59.83193076740585,0,0,0,0,1
1468,1,-138.9,-59.95177296229771,0,0,0,0,1
1469,1,-5.7833333333333306,-197.04223477798234,0,0,0,0,1
1470,1,-125.0,-1581.0,0,0,0,0,1
1471,1,-195.166666666667,-59.975647926330474,0,0,0,0,1
1472,1,237.833333333333,-57.39810705184914,0,0,0,0,1
1473,1,1066.0,29.397194708562218,0,0,0,0,1
1474,1,-44.1666666666667,-299.6453332900995,0,0,0,0,1
1475,1,20.0,-295.0538263320898,0,0,0,0,1
1476,1,11.666666666666698,-76.05024366689716,1,0,0,1,0
1477,1,-75.5,-53.90034718946799,0,0,0,0,1
1478,1,-49.3333333333333,-277.3650996685028,0,1,0,0,1
1479,1,-280.0,-59.81585645675706,0,0,0,0,1
1480,1,-349.833333333333,-59.9651878674825,0,0,0,0,1
1481,1,-257.5,-56.51345278997844,0,0,0,0,1
1482,1,913.0,-299.79113578796387,0,0,0,0,1
1483,1,1068.33333333333,-2.983823127769269,0,0,0,0,0
1484,1,348.366666666667,-59.65728529292605,0,0,0,0,1
1485,1,-20.3333333333333,136.185602395373,0,1,0,1,0
1486,1,-139.666666666667,-19.154338143183626,0,0,0,0,1
1487,1,-57.2,-59.986821521412246,0,0,0,0,1
1488,1,-200.0,-108.0,0,0,0,0,1
1489,1,515.666666666667,-37.10079979846638,0,0,0,0,1
1490,1,-50.0,-1964.0,0,0,0,0,1
1491,1,130.0,-60.0,0,0,0,0,1
1492,1,-20.0,-60.0,0,0,0,0,1
1493,1,-49.8333333333333,-69.05638217926,0,0,0,0,1
1494,1,-355.166666666667,-56.637888145484034,0,0,0,0,1
1495,1,2945.6666666666697,-10.411772155393884,0,1,0,0,1
1496,1,89.2666666666667,-89.34577997557376,0,1,0,0,1
1497,1,-189.333333333333,-58.74594161385008,0,1,0,0,1
1498,1,-48.6666666666667,-286.466278076,0,0,0,0,1
1499,1,-176.666666666667,-59.6293895244605,0,0,0,0,1
1500,1,200.333333333333,-123.8744186893964,0,0,0,1,0
1501,1,-198.666666666667,-59.841615486146004,0,0,0,0,1
1502,1,-222.333333333333,-43.16692752834005,0,0,0,0,1
1503,1,-81.85,-58.643285491249905,0,0,0,0,1
1504,1,-290.0,-59.840270280838745,0,0,0,0,1
1505,1,-225.166666666667,-59.70611763000488,0,0,0,0,1
1506,1,-199.833333333333,-60.0,0,0,0,0,1
1507,1,2066.3333333333303,-57.393643935518526,0,0,0,0,1
1508,1,97.8333333333333,-59.82994989915486,0,0,0,0,1
1509,1,130.333333333333,-0.9427876034598728,0,0,0,0,1
1510,1,-106.333333333333,-59.967190933228,0,0,0,0,1
1511,1,230.5,-39.925911108604886,0,1,0,1,1
1512,1,421.833333333333,-59.8698424339289,0,0,0,0,1
1513,1,-50.0,-26.0,0,0,0,0,1
1514,1,230.833333333333,-37.54517160128968,0,1,0,0,1
1515,1,1386.66666666667,53.366082583003184,0,1,0,1,0
1516,1,437.833333333333,64.62697077165619,0,1,0,1,0
1517,1,149.666666666667,-44.99420694873314,0,0,0,0,1
1518,1,330.0,-149.49849510195,0,0,0,0,1
1519,1,-259.33333333333303,-59.984263246709496,0,0,0,0,1
1520,1,-59.8333333333333,351.27507566592345,0,0,0,1,0
1521,1,438.0,-35.69108772,0,0,0,0,1
1522,1,-39.1666666666667,-239.39635998932425,0,1,0,1,1
1523,1,20.8333333333333,-109.04512920498341,0,0,0,0,1
1524,2,-1138.66666666667,-152.63932540718608,0,0,0,0,0
1525,1,-340.0,-59.997923851013205,0,0,0,0,1
1526,1,144.833333333333,-60.0,0,0,0,0,1
1527,1,-180.0,-59.889236354827396,0,0,0,0,1
1528,1,40.0,-632.0,0,0,0,0,1
1529,1,-337.66666666666697,-54.382688045501396,0,0,0,0,1
1530,1,1035.0333333333301,-207.4941102662186,0,0,0,0,1
1531,1,-89.3333333333333,-59.71598104997144,0,0,0,0,1
1532,1,31.0,-59.77316391467978,0,0,0,0,1
1533,1,-323.33333333333303,-49.33757448196386,0,0,0,0,1
1534,1,30.1666666666667,-59.95039388868506,0,0,0,0,1
1535,1,26.0,-19.55167761715116,0,0,0,0,1
1536,1,344.666666666667,-38.096557952621616,0,1,0,0,0
1537,1,-364.5,-57.73762730187386,0,0,0,0,1
1538,1,-30.5,-30.520293031546718,0,0,0,0,1
1539,1,240.5,-58.235518202245,0,0,0,0,0
1540,1,234.333333333333,-57.22245462735476,0,0,0,0,1
1541,1,-368.833333333333,-58.70204448699279,0,0,0,0,1
1542,1,606.5,113.82999455888887,0,1,0,1,1
1543,1,22.5,-62.49713455570979,0,0,0,0,1
1544,1,110.333333333333,3.0420454791584906,0,1,0,1,0
1545,1,-372.166666666667,-59.99675693511963,0,0,0,0,1
1546,1,-199.833333333333,-60.0,0,0,0,0,1
1547,1,-122.833333333333,-59.95010509490984,0,0,0,0,1
1548,1,552.0,-37.483090790535975,0,1,0,0,0
1549,1,283.533333333333,-59.832204211841756,0,0,0,0,1
1550,1,-65.3333333333333,104.00366148390673,0,0,0,1,0
1551,1,-380.0,-836.0,0,0,0,0,1
1552,1,334.716666666667,26.080251010657715,0,1,0,0,1
1553,1,-57.0,-59.82940271165696,0,0,0,0,1
1554,1,-39.0,-57.14319070180151,0,0,0,0,1
1555,1,-196.166666666667,-50.391405121872246,0,0,0,0,0
1556,1,-271.0,-59.906075564298256,0,0,0,0,1
1557,1,319.16666666666697,38.40706625852676,0,0,0,0,1
1558,1,-14.333333333333302,-152.6432025910637,0,0,2,0,1
1559,1,-379.666666666667,-59.92522621154785,0,0,0,0,1
1560,1,-10.0,-296.5910685857137,0,0,0,0,1
1561,1,32.5,-76.01146367877271,0,1,0,0,1
1562,1,-74.1666666666667,-38.528207432053975,0,0,0,0,1
1563,2,1787.66666666667,-608.5693633364946,1,1,0,1,0
1564,1,-198.666666666667,-59.81289482116699,0,0,0,0,1
1565,1,1416.5,211.9508765585268,0,1,0,1,0
1566,1,47.6666666666667,-14.685517917682397,0,0,0,0,1
1567,1,1706.66666666667,50.76721714839837,0,0,0,1,0
1568,1,171.333333333333,-11.062947257326277,0,1,0,1,0
1569,1,195.666666666667,111.78267256848709,0,1,0,0,0
1570,1,620.833333333333,101.13098766505831,0,0,0,0,1
1571,1,83.0,-59.52592910419776,0,0,0,0,1
1572,1,775.0,-49.447042782729,0,1,0,0,1
1573,1,298.0,-19.921643839847032,0,1,0,0,1
1574,2,553.666666666667,-180.82374198227856,0,1,0,0,1
1575,2,357.666666666667,-260.21740766683195,0,1,0,1,1
1576,1,941.666666666667,-175.2304539570934,0,1,1,1,0
1577,1,188.166666666667,359.2687630295447,0,1,0,0,1
1578,2,33.0,-521.1117093031058,0,1,0,1,0
1579,1,955.5,-99.59235886681788,1,1,0,1,0
1580,1,-263.33333333333303,-77.6395426477761,0,1,0,0,1
1581,1,103.0,234.19884991160225,0,0,0,1,0
1582,1,343.833333333333,95.64277394053619,0,1,2,1,0
1583,1,-140.0,-152.87236563448394,0,1,0,0,1
1584,1,343.666666666667,-117.96938341134876,0,1,0,1,0
1585,1,143.333333333333,18.049408512435797,0,1,0,1,0
1586,1,297.16666666666697,12.760900891085287,0,1,0,1,0
1587,1,855.666666666667,250.80137948359757,0,1,0,1,0
1588,1,82.8333333333333,302.78200496467,0,1,0,1,0
1589,1,292.83333333333303,38.62165798442464,0,1,0,1,1
1590,1,-242.333333333333,-33.591251199930625,0,0,0,0,1
1591,1,639.666666666667,-80.6643696285427,0,0,0,0,0
1592,1,11.333333333333302,-239.3113829780571,0,1,0,0,1
1593,1,263.3,-486.244260201482,0,1,0,1,1
1594,1,398.833333333333,205.3195029329881,1,0,0,0,0
1595,2,376.333333333333,-484.68641097739516,0,1,0,1,1
1596,1,-300.83333333333303,-58.917107321997044,0,0,0,0,1
1597,1,-81.8333333333333,-60.0,0,0,0,0,1
1598,1,324.11666666666696,-36.117948532043854,0,0,0,0,1
1599,1,3374.3333333333303,-299.9143190383911,0,0,0,0,1
1600,1,179.833333333333,-59.6483978430431,0,0,0,0,1
1601,1,71.8333333333333,2.7522205005566547,0,0,0,0,1
1602,1,-247.666666666667,-60.0,0,0,0,0,1
1603,1,56.5,-51.54493496632666,0,0,0,0,1
1604,1,-121.166666666667,-41.9049148560507,0,0,0,0,1
1605,1,1721.16666666667,-63.27689902623718,0,1,0,0,0
1606,1,556.166666666667,65.62230005270264,0,1,0,0,1
1607,2,-154.833333333333,679.1789437785625,0,1,0,1,0
1608,1,366.833333333333,-60.0,0,0,0,1,1
1609,1,-199.166666666667,-59.68219470977667,0,0,0,0,1
1610,1,-108.666666666667,-13.129144000944926,0,0,0,0,1
1611,1,383.0,-41.17621161721666,0,0,0,0,1
1612,1,-213.333333333333,-38.127939917824065,0,1,0,0,1
1613,1,-167.316666666667,-59.775959809621185,0,0,0,0,1
1614,1,321.533333333333,-59.72497324510068,0,0,0,1,1
1615,1,28.6666666666667,-71.33116184580443,0,0,0,0,1
1616,1,-150.333333333333,-57.078719520526754,0,0,0,1,1
1617,1,45.0,-45.246349311735784,1,0,0,1,0
1618,1,1354.0,35.4508239913716,0,0,0,1,0
1619,1,1107.0,8.682004928598353,0,0,0,0,1
1620,1,-200.0,-59.98947286605835,0,0,0,0,1
1621,1,-200.0,-1292.0,0,0,0,0,1
1622,1,172.833333333333,-19.248022740949498,0,0,0,0,1
1623,1,-179.666666666667,-59.74830551147461,0,0,0,1,1
1624,1,-128.533333333333,-32.436044952861565,0,1,0,1,1
1625,1,-75.3333333333333,-59.84217713095918,0,0,0,0,1
1626,1,-198.333333333333,-20.4492130279404,0,0,0,0,1
1627,1,0.0,-60.0,0,0,0,0,1
1628,1,-49.6666666666667,-209.9647459453677,0,1,0,1,1
1629,1,-24.3333333333333,-265.88092750049725,0,0,0,0,1
1630,1,16.1666666666667,-55.87159616296884,0,0,0,0,1
1631,1,-212.666666666667,-54.298361884211594,0,0,0,0,1
1632,1,-52.1666666666667,121.512185390853,1,1,0,0,1
1633,1,433.833333333333,-82.52282436222289,0,1,0,1,0
1634,1,803.0,106.93855044285952,0,1,0,1,0
1635,1,349.333333333333,-104.59219624549101,1,1,0,1,1
1636,1,-359.5,-40.194003786303846,0,0,0,0,1
1637,1,94.3333333333333,-59.845248515788825,0,0,0,0,1
1638,1,3170.1666666666697,81.79822127000145,0,1,0,0,1
1639,1,-118.833333333333,-59.52858526056485,0,0,0,0,1
1640,1,521.166666666667,92.98286120940577,0,1,0,1,0
1641,1,1233.0,-10.956519914077898,0,1,0,1,0
